_ stole my bike!,1
And what do we say to the God of Death?,1
Daddy drinks because I'm _.,1
"Eventually, every little boy suffers the torment of finding his mother's hidden stash of _.",1
"In the original Star Trek, Captain Kirk's chair was the perfect level so he could spin around and see Uhura's _,",1
"Instead of rings, Sonic now collects _.",1
It is not widely known that most microbreweries also make _.,1
My pet name for my high school girlfriend was _.,1
Our ancestors must have been really high when they made _.,1
"Penguin, Catwoman, and Joker are teaming up with a new supervillian who is unnamed but has the power of _.",1
What is my dog really thinking about?,1
What's that tingling feeling in my anus?,1
