"_,  For the person who has everything.",1
"_.  60% of the time, it works every time.",1
_.  Because size matters.,1
_.  It's what your right arm's for.,1
A single death is a tragedy; a million deaths is _.,1
Does anybody wanna play _?,1
"Growing up happens in a heartbeat.  One day, you're _; next day, you're _.",2
"Guns don't kill people, _ kill people.",1
How am I going to kill myself?,1
I believe that the majority of life's problems can be solved with _ and _.,2
"I don't understand all the stigma around _.  After all, I'm _ and proud!",2
"I would do anything for love, but I won't do _.",1
"Let's fight on of the most terrible diseases of all, _.",1
"No matter how hard I scrubbed, it was impossible to get _ out of my _.",2
The internet now makes _ obsolete.,1
The true secret to happiness is _.,1
There are two types of people in this world.  _ and _.,2
There's always money in _.,1
"To stop myself cumming too soon, I imagine _.",1
Two things are infinite.  The universe and _.,1
What is God's biggest mistake?,1
Why do I have an erection?,1
