_ is a slippery slope that leads to _.,1
_: good to the last drop.,1
"_: Kid-tested, mother approved.",1
_? There's an app for that.,1
_. Bet you can't have just one!,1
"_. High five, bro.",1
_. It's a trap!,1
_. That's how I want to die.,1
A romantic candlelit dinner would be incomplete without _.,1
ACSA guidlines now prohibit _ on aeroplanes.,1
"After the drought, Marc Lottering brought _ to the people of the Orania",1
Alternative medicine is now embracing the curative powers of _.,1
"And I would have gotten away with it, too, if it hadn't been for _.",1
And the Academy award for _ goes to _.,2
Anthropologists have recently discovered a primitive tribe that worhips _.,1
"Before i kill you, Mr. Bond, i must show you _.",1
Carte Blanche investigates _.,1
"Coming to the Artscape this season, _: The Musical",1
"Dear Dr. Phil, I'm having trouble with _ and would like your advice.",1
"Due to a PR fiasco, Woolworths no longer offers _.",1
"During Picassos often-overlooked Brown Period, he produced hundreds of paintings of _.",1
"During sex, I like to think about _.",1
For my next trick I will pull _ out of _.,2
"He who controls _, controls the world.",1
How am I maintaining my relationship status?,1
"I do not know with what weapons World War III will be fought, but World War IV will be fought with _.",1
I drink to forget _.,1
I got 99 problems but _ ain't one.,1
I know! We can blakcmail the Gupta family with _.,1
I learned the hard way that you can't cheer up a grieving friend with _.,1
I never truly understood _ until i encountered _.,2
I wish I hadn't lost the instruction manual for _.,1
"I'm sorry Proffessor, but i couldn't complete the assignment because of _.",1
"In 1,000 years, when paper money is but a distant memory, _ will be our new currency.",1
"In a world ravaged by _, our only solace is _.",2
"In his new comedy, Casper de Vries us _ trapped in the body of _.",2
"In its new tourism campaign, Soweto proudly proclaims that it has finally eliminated _.",1
"In KZN, there are whisperings that Nkandla has a secret room devoted to _.",1
"In Michael Jackson's final moments, he thought about _.",1
"In Pretoria Central Prison, word is you can trade 200 cigarettes for _.",1
"In the category _, the first prize is awarded to _.",2
"In the distan future, historians will agree that _ marked the beginning of South Africa's decline",1
"In the latest politcal news, the Public Protector reveals that _ has really been _ all along.",2
"in the new Leon Schuster movie, Abdul Rajhbanja pranks _ for the first time",1
"In their new self-produced album, Die Antwoord raps over the sounds of _.",1
"Instead of coal, Santa now gives the bad children _.",1
It's a pity that kids these days are all getting involved with _.,1
Kyknet's new reality show features eight washed up celebrities cooking with _.,1
Life for the Bushmen was changed when the white man introduced them to _.,1
Life was difficult for cavement before _.,1
Lifetime® presents _ the story of _.,2
Maybe she's born with it. Maybe it's _.,1
Next from J.K. Rowling: Harry Potter and the chamber of _.,1
"Next on Supersport 1HD, the world series of _.",1
Rumour has it that Jacob Zuma's favourite dish is _ stuffed with _.,2
Science will never explain the origin of _.,1
"Sorry everyone, I just _.",1
STOP! The game ends here,1
Studies show that lab rats navigate mazes 50% faster after being exposed to _.,1
"That's right, I killed _. How, you ask? _.",2
The class field trip was completely ruined by _.,1
The government of South Africa has declared that access to _ is a basic human right.,1
The Guptas have begun selling _ to the children of Jozi.,1
The Scorpions interrogate suspects by repeatedly subjecting them to _.,1
The South African Rugby Union has banned _ for giving players an unfair advantage.,1
War! What is it good for?,1
What are my parents hiding from me?,1
What brought the orgy to a grinding halt?,1
What did i bring back from Zimbabwe?,1
What did Suzelle DIY have for dinner?,1
What do South African dogs smell like?,1
What does Steve Hofmeyr prefer?,1
What don't you want to find in your chinese food?,1
What ended my last relationship?,1
What gets better with age?,1
What gives you uncontrollable gas?,1
What has been making life difficult at the nudist colony?,1
What helps Julius Malema unwind?,1
What is Pravin Gorhan's guilty pleasure?,1
What is the latest tabloid's freak-of-the-week?,1
What never fails to liven up a party,1
What will always get you laid?,1
What will I bring back in time to convince people that I am a powerful wizard?,1
"What would grandma find disturbing, yet oddly charming?",1
What's a girl's best friend?,1
What's my morning-after cure?,1
What's my secret power?,1
What's Mzansi using to inspire inner city students to succeed?,1
What's that smell?,1
What's the gift that keeps on giving?,1
What's the new fad diet?,1
What's the secret ingredient in potjiekos?,1
Whats that sound?,1
Whats the next Happy Meal® toy?,1
"When all else fails, I can always drink a toast to _.",1
"When I am a billionaire, i shall erect a 20m statue to commemorate _.",1
"When I am President of South Africa, I will create a Department of _.",1
"When i pooped, what came out?",1
"When i was tripping on acid, _ turned into _.",2
"When I'm in prison, I'll have _ smuggled in.",1
"When in doubt, always _.",1
"When Pharaoh remained unmoved, Moses called down a plague of _.",1
"While the United States raced the Soviet union to the moon, the South African government funnelled millions of Rands into research on _.",1
White people like _.,1
Who stole the cookies from the cookie jar?,1
Why am i sticky?,1
Why can't i sleep at night?,1
Why do i hurt all over?,1
