_ is in the mystery meat.,1
_ made me rethink my sexual orientation.,1
_ makes me have to shit SO BAD!,1
_ sponsored by Crystal Meth.,1
_: American's favorite Broadway musical,1
_: The Best! Day! Ever!,1
"_? Really?! Holy Shit, Russia!",1
Beauty and the _ is my favorite Disney movie!,1
Beware of the ides of _.,1
"Doc, it burns when I pee. Could it be because _?",1
"Eat your _, child.",1
"For only 1 dollar a day, you can provide a child in Nigeria with _.",1
I found out the hard way. You cannot sneak _ into a penitentiary.,1
"In my day, _ only cost a nickel.",1
"On Christmas, Mother always stuffs the turkey with _.",1
"Rather than donating clothes to local charities, I prefer to give them _.",1
The best part of waking up is _ in your cup.,1
The human race is _.,1
The Humpty Dance is your chance to _.,1
The local butcher sells delicious meat made from _.,1
Tommy looted a dead corpse and found _.,1
What are all the cool kids doing?,1
What came in the mail today?,1
What do I scream before I ejaculate?,1
What makes the world a better place?,1
What's in the back of my white paneled van?,1
What's the fastest way to kill a human?,1
Why am I so constipated?,1
Why are all the children dying?,1
You want the whole truth? You can't handle the _.,1
