_ is the new _.,2
"_ guaranteed, or your money back!",1
[POINT TO ANY PLAYER.]<br><br>My friendship with this person is based entirely on _.,1
[POINT TO THE PERSON TO YOUR LEFT.]<br><br>I have this person to thank for introducing me to _.,1
[POINT TO THE PERSON TO YOUR LEFT.]<br><br>What is this person's guilty pleasure?,1
[POINT TO THE PERSON TO YOUR RIGHT.]<br><br>What does this person prefer in the bedroom?,1
A bird in the hand is worth _.,1
A euphemism for the sex act that you would least like to discuss with your parents:,1
A horse!<br>a horse!<br>_ for a horse!,1
A million dollars isn't cool.<br>You know what's cool? _.,1
"A rabbi, _, and _ walk into a bar.",2
A vote for Donald Trump is a vote to Make America _ Again.,1
Absence makes the heart grow _.,1
Actions speak louder than _.,1
"After the final book was published, J.K. Rowling confirmed that Dumbledore was _.",1
"After the show it’s the afterparty, and after the party it's _.",1
"All the world's a stage, and all the men and women merely _.",1
"As everyone knows, after shooting Lincoln, John Wilkes Booth jumped onto the stage and yelled ""_,""",1
Ask not what your country can do for you; ask what you can do for _.,1
Behind every successful man is _.,1
"By the age of four, male children already display a preference for _.",1
Cowards die many times before their deaths; the valiant never taste _.,1
Creepiest ride ever: my Uber driver was _.,1
"DRILL SERGEANT:<br>What the hell are you doing, private?<br><br>PRIVATE:<br>Sir, _, sir!",1
Fear is the path to the dark side. Fear leads to anger; anger leads to hate; hate leads to _.,1
"For every $1 that men receive, women receive _.",1
"Give me liberty, or give me _.",1
God helps those who help _.,1
"Good night, good night! _ is such sweet sorrow.",1
History is written by _.,1
How will I keep myself busy after I retire?,1
"I believe it was Winston Churchill who said: ""Never in the field of human conflict was so much owed by so many to _.""",1
I could never marry someone who supports banning _.,1
"I don't consider myself religious, but I do believe in _.",1
I got my dog from a shelter.<br>She was rescued from _.,1
I have a dream that one day this nation wil rise up and live out the true meaning of _.,1
I love the smell of _ in the morning.,1
"I majored in business, but I minored in _.",1
"I think, therefore I am _.",1
"I'll get you, my pretty, and _ too!",1
I'm getting a degree in English. It's basically four years of _.,1
"I'm just a girl, standing in front of a boy, asking for _.",1
"I'm sorry, this table is reserved for _.",1
I'm thinking about getting a lower-back tattoo of _.,1
I've got _ in low places.,1
"If a creepy guy won't leave me alone at a bar, I just start talking about _ until he leaves. Works every time.",1
"If music be the food of _, play on.",1
"In the land of the blind, the one-eyed man is _.",1
It's always darkest before _.,1
KEEP CALM AND CARRY _,1
Key to a healthy marriage: _.,1
"Life is a tale told by an idiot, full of sound and fury, signifying _.",1
"My heart skipped a beat when he took my hand, leaned in close, and whispered ""_.""",1
My road rage really gets out of control when the other driver is _.,1
"O say, does _ yet wave<br><br>o'er the land of the fre and the home of the brave?",1
Oh yeah? Well I graduated from the University of _!,1
"On the twelfth day of Christmas, my true love gave to me _.",1
"One weird trick for beautiful, clear skin:",1
Our next speaker is a distinguished professor of _ at the University of Chicago.,1
Pediatricians now recommend that all children receive each morning.,1
Plot twist: they were _ the whole time!,1
PRINCE HARRY CAUGHT IN _ SCANDAL,1
"Romeo, Romeo! Wherefore art thou _?",1
"SCARLETT:<br>Where shall I go? What shall I do?<br><br>RHETT:<br>Frankly, my dear, I don't give _.",1
"Scholars have discovered a previously unknown Sherlock Holmes story called ""The Adventure of _.""",1
"Some are born great, some achieve greatness, and some have _.",1
Some conspiracists belive that Shakespeare's plays were actually written by _.,1
"Thanks, everyone, for coming out tonight.<br>This next song is called ""_.""",1
The course of _ never did run smooth.,1
The eyes are windows to _.,1
The latest Westboro Baptist Church sign:<br><br>GOD HATES _.,1
The pen is mightier than _.,1
The sign of true adult maturity:,1
There's a theory that Shakespeare was actually _.,1
"These days the kids are calling it ""_.""",1
"This year's trendiest card game:<br><br>""_ Against _.""",2
Throw _ in the air like you just don't care!,1
Title of a bestselling memoir later revealed to be fabricated:,1
Title of a film that's trying to win an Oscar:,1
"To be, or not to be: that is _.",1
"'Twas the night before Christmas, and all through the house,<br><br>not a creature was stirring, not even _.",1
"Ugh, I just sat through this dude mansplaining _ to me for a half hour.",1
We'll be holding you in an isolation chamber until we can rule out _ Syndrome.,1
"Well, you know what they say: big hands, _.",1
What defines my brand of feminism?,1
"What if _ is just, like, in your mind, you know?",1
What is this world coming to? I’ll tell you what it's coming to:,1
What new trend has parents of teenagers worried?,1
What topic is glaringly absent from the Sex Ed curriculum?,1
What will finally bring our civilization to an end?,1
What's in a name? _ by any other name would smell as sweet.,1
What's my ideal first date?,1
What's the sexiest thing ever?,1
"When life gives you lemons, make _.",1
"When told that the people had no bread to eat, Marie Antoinette is said to have suggested: ""Let them eat _.""",1
"With my skills in _, and your knowledge in _, we could rule the world!",2
"Yes, I have a question. Well, not so much a question as _.",1
"You:<br>Play Radiohead.<br><br>Sir:<br>Sorry. I don’t know what ""_"" means.",1
You're seeing a therapist for the first time. The therapist asks why you've come.<br><br>Your answer:,1
Your call is very important to us. Please stay on the line and we'll be _.,1
