_ of Unusual Size? I don't believe in them.,1
“_ victims should make the best of a bad situation.” – Rick Santorum,1
"“If it's a legitimate _, the female body has ways of shutting that whole thing down.” - Todd Akin",1
"A loaf of bread, a glass of wine, and _.",1
Each freckle is a soul that a ginger has _.,1
He's _. She's _. Together they fight crime!,2
I got a job once cleaning _.,1
"I was thinking of the immortal words of Socrates who said, “I drank _???”",1
I'd like to force the members of the Westboro Baptist Church to _ each other. Repeatedly.,1
"I'd make a card with Star Trek references, but the _ at Paramount are lawsuit-happy.",1
"If I hear _ one more time, I'm going to punch a baby.",1
"Is this a dagger I see before me? No, it's _.",1
"It's 106 miles to Chicago, we got a full tank of gas, _, it's dark… and we're wearing sunglasses.",1
My dissertation wasn't complete until I figured out the connection between Milton's “Paradise Lost” and _.,1
My Love is like a _.,1
"So then he says, “If you want to make this relationship work, you need to give up _ and _.” As. If.",2
The latest miracle is a statue whose eyes bleed when in the presence of _.,1
Why can't we have nice things?,1
