_ a day keeps the doctor away.,1
_ brings all the boys to the yard.,1
_ is the new _.,2
_ is why we can't have nice things.,1
"_ shaped my childhood, making me the person I am today.",1
"Before hot dogs, Kobayashi was the champion of devouring _.",1
"Earth! Fire! Wind! Water! _! By your powers combined, I am Captain _!",2
Everything is awesome! Everything is cool when you're part of _!,1
Fifth base will henceforth be considered _.,1
Fuck this. I'm going to create my own United States of _.,1
"Fuck, marry, kill.",3
"Gone are the days of the rock star. Now it's all about sex, drugs, and _.",1
"I came up with a new dance move. I call it ""_"".",1
I learned about _ in high school and _ in college.,2
I liked _ before it was cool.,1
"I would rather have my ""O"" face resemble _ than _.",2
"I'm straight, but _ could turn me gay.",1
"If there's something strange in your neighborhood, who you gonna call?",1
"In space, no one can hear _.",1
It rubs _ on its skin or else it gets _ again.,2
It's dangerous to go alone!  Take _.,1
It's dangerous to go alone! Take this.,1
Last night I dreamt of an alternate universe where everyone shit _ and puked _.,2
Last night was totally epic and can only be explained throught he eloquence of hashtags! #_ #_ #_.,3
Leonardo DiCaprio will finally win an Oscar for his role in _.,1
My perfect day would have to include _ followed by _.,2
"On the next episode of “My Strange Addiction”, Josh just can't get enough of _.",1
"On the next episode of My Strange Addiction, Josh just can't get enough of _.",1
"One nation, under _, indivisible, with _ and _ for all.",3
"One nation, under _, with _ and _ for all.",3
People have started eating _ because it's organic and gluten-free.,1
The area was evacuated and deemed uninhabitable due to _.,1
The snozberries taste like _.,1
The snozzberries taste like _.,1
What convinced me to stop believing in a higher power?,1
What gave me the 24-hour runs?,1
"When life hands you _, make _.",2
"You had me at ""_"".",1
You might be a redneck if you use _ for _.,2
