Admit it.  You would like to spend the night _ with at least one person at this table.,1
"During the date, I found out that he really likes _ and _ at the same time.  I'm NOT okay with that.",2
"For our anniversary, we went to a lovely little bed and breakfast, where they're known for their wine cellar and their _.",1
I deserve an Academy Award for not reacting when he started talking about _ 10 minutes into our first (and last) date.,1
I had no idea she was interested in me until we both got really drunk and found ourselves _.,1
"I really love both Kari and Stephen, but the deciding factor between the two is simple.  _.",1
"I wasn't able to talk my girlfriend into _, but it was surprisingly easy to talk her into _.",2
I'm looking for a partner in crime.  The crime?  _.,1
"It's one thing to have their dog stare at you while you're making out, It's another to be stared at while _.",1
Must love Jesus and _.,1
My date apparently could see auras.  What did she see from my past that left her terrified and in the fetal position?,1
My partner uses _ to mark their territory.,1
"My six things I can't live without?  Air, Friends/Family, iPhone, Good wine, Internet, _, and _.  Yeah, that's seven, but I'm a rebel.",2
"Not a single profile picture gave me a good view of their face or figure, however, all of the pictures made their interest in _, quite obvious.",1
"People say that the first thing they notice about me is _, but let's be honest, it's actually _.",2
The first date went so well...  So why did the second date end?,1
The two most awkward topics of conversation during our date at the church picnic?  _ and _.,2
What disturbed me most about the person who contacted me from Plenty of Fish?,1
What helped me get my last girlfriend?,1
"While on the phone with his Mom, I seriously distracted my boyfriend with _.  It's a good thing I didn't laugh when she asked if something was wrong.",1
Why did I dump my significant other the day before Valentine's Day?,1
You think your last date was bad?  My date thought that buying me _ was a reasonable substitute for buying me dinner.,1
