_ For Dummies is actually the best-selling book in the series.,1
_. MILLIONS ARE DEAD!,1
_. That's how I met your mother.,1
_. There were no survivors.,1
Give _ a chance! He'll grow on you!,1
"God created Adam and Eve, not Adam and _.",1
I am vengeance. I am the night. I am _.,1
I didn't have any plans for the weekend until I found _ in the attic.,1
I just filled my 1.5 TB hard drive with pictures of _.,1
I wanna put _ in her!,1
I was strangely proud when my kid asked Santa for _.,1
I'm ashamed to admit that I have traded sexual favors for _.,1
I've been _ like eight times already.,1
It was bound to happen. _ has taken over the world.,1
It's all fun and games until someone loses _.,1
It's never a bad time for _!,1
"Kids and grown-ups love it so, the happy world of _.",1
"My goddamn roommate is so immature, I actually had to post a ""NO _"" sign.",1
"Once _ hits your lips, it's so good.",1
Rolling around at the speed of _!,1
Speak softly and carry _.,1
There's a convention for _? Sign me up!,1
What do I remind my parents of?,1
What do Mumbo's magic words mean?,1
What is the imminent threat to our nation's youth?,1
What's my anti-boner?,1
"When the going gets tough, the tough get _.",1
Why can't I sit down today?,1
Why did I get kicked out of the house?,1
"Why was ""Barney"" cancelled?",1
