"_ don’t want none unless you got buns, hon.",1
1998: that was the summer I learned the true meaning of _.,1
A donation has been made in your name to the Society for _.,1
A euphemism for the sex act that you would least like to discuss with your parents:,1
A wildly inappropriate gift that I received from my boss:,1
"After a long day, nothing feels as good as _.",1
"As everyone knows, after shooting Lincoln, John Wilkes Booth jumped onto the stage and yelled ""_.""",1
"At first I was afraid, I was petrified /<br><br>kept thinking I could never live without _.",1
"Back in college, my nickname was _.",1
"Business idea: like Uber, but for _.",1
"By the third date, most people expect _.",1
"Ca-li-for-nia girls, we're unforgettable /<br><br>_, bikinis on top.",1
"Classic summer camp prank: while someone is asleep, put his hand in _.",1
Creepiest ride ever: my Uber driver was _.,1
"Dearly beloved friends, we are gathered  here to join together these two persons in _.",1
"Despite overwhelmning scientific evidence to the contrary, some people still believe that vaccines cause _.",1
DOCTOR:<br>What seems to be the problem?<br><br>YOU: <br>_.,1
"DRILL SERGEANT:<br>What the hell are you doing, private?<br><br>PRIVATE:<br>Sir, _, sir!",1
"Due to heightened security, please have _ out and ready for inspection.",1
"Duh, of course I know what the spleen does. It's for _.",1
Every woman knows what it's like to be called _ while walking down the street.,1
"Fourscore and seven years ago, our fathers brought forth on this continent _.",1
Global warming could lead to _ across much of North America.,1
"Got me lookin' so crazy right now, _'s got me lookin' crazy right now.",1
Have yourself a merry little Christmas /<br><br>let your heart be light / <br><br>from now on _ will be out of sight.,1
How did I get my job?,1
"I can hardly recognize my country anymore; everywhere you look, _.",1
I do solemnly swear that I will faithfully execute the office of _ of the United States.,1
I had the weirdest dream last night about _.,1
"I hate to be one of those parents, but I just really don't want my child exposed to _.",1
I support the Constitutional right to bear _.,1
"I tend to be an anxious person, but the one thing that always puts me at ease is _.",1
I'd like to ask for a moment of silence in honor of _.,1
I'm getting a degree in English. It's basically four years of _.,1
"I'm just a girl, standing in front of a boy, asking for _.",1
I'm making a viral video to raise awareness of _.,1
"I'm sorry, this table is reserved for _.",1
I'm thinking about getting a lower-back tattoo of _.,1
"If a creepy guy won't leave me alone at a bar, I just start talking about _ until he leaves. Works every time.",1
"If public speaking makes you nervous, try imagining that the audience is _.",1
If you liked it you should have put _ on it.,1
Ill-advised Halloween costume concept:,1
Key to healthy marriage: _.,1
"Knock, knock.<br><br>(Who's there?)<br><br>_.",1
Let me give you a word of advice: your sex life will be a lot better if you avoid _.,1
Many woman feel that they have to choose between having a career and _.,1
"Melville contemplated a sequel called ""Moby Dick II: _.""",1
My dissertation considers the relationship between _ and _.,2
"My heart skipped a beat when he took my hand, leaned in close, and whispered ""_.""",1
My most embarrassing teenage memory? Let's just say it involved _.,1
"My name is DJ _, and I'm about to bring the sick beats!!",1
My senior colleagues treat me the way I treat _.,1
"No, Alanis, ""_"" is not ""ironic.""",1
"Oh crap, now I have _ on my face.",1
"Oh my god, you're covered in blood! What the hell happened??",1
Oh yeah? Well I graduated from the Univeristy of _!,1
"Oh--My--God, Becky. Look at _.",1
Our next speaker is a distinguished professor of _ at the University of Chicago.,1
POLICE OFFICER:<br>Step out of the car.<br><br>YOU:<br>Why?<br>Is it because I'm _?,1
Recurring nightmare: I'm in high school and I'm _.,1
Republicans are hoping to redefine themselves as the party of _.,1
"SCARLETT:<br>Where shall I go? What shall I do?<br><br>RHETT:<br>Frankly, my dear, I don't give _.",1
Shall I compare thee to _?,1
"Shit, I was texting my mom and my phone autocorrected ""I love you"" to I love _.""",1
"Some are born great, some achieve greatness, and some have _.",1
"Sure, I know plenty of people who enjoy masturbating to _.",1
Ted Cruz caused a stir today when he called a press conference to denounce _.,1
"The arc of the moral universe is long, but it bends toward _.",1
"The Army's new marketing campaign: ""Go Army. And be _.""",1
"The branding consultant has recommended this as the new university slogan: The Future of _, Today.",1
The congressman accidentally tweeted a shirtless picture of himself with what appears to be _.,1
"The latest fraternity scandal: a party where the theme was ""_.""",1
The latest Westboro Baptist Church sign:<br><br>GOD HATES _.,1
"The low point of the wedding was when the bride's uncle gave a long, incoherent toast about _.",1
The meek shall inherit the _.,1
"There are many porn versions of Moby-Dick, but the latest one is called ""Moby-Dick: _.""",1
"These days the kids are calling it ""_.""",1
"This Friday night I've got a date with me, myself, and _.",1
This is a little embarrassing but I was wondering if you could recommend a doctor who specializes in _.,1
Title of a bestselling memoir later revealed to be fabricated:,1
Title of a film that's trying to win an Oscar:,1
Turn the car around. I think I left _ back there.,1
"Ugh, I just sat through this dude mansplaining _ to me for a half hour.",1
We'll be loading you in an isolation chamber until we can rule out _ Syndrome.,1
"Well, shit. My spouse looked at my browser history and saw how much time I'd been spenidng on www._.com",1
What do we want?<br><br>_!<br><br>When do we want it?<br><br>Now!,1
"What if _ is just, like, in your mind, you know?",1
What is an absolute dealbreaker for me on a first date?,1
What topic is glaringly absent from the Sex Ed curriculum?,1
What would pair well with this Chianti?,1
"When told that the people had no bread to eat, Marie Antoinette is said to have suggested: Let them eat _.",1
"When you think Tim McGraw, I hope you think of _.",1
Why is it so hard to find _ these days? #firstworldproblems,1
"With the 3D printer, I can make _ in a matter of minutes.",1
"Yeah, can I get a Corona, a vodka tonic, and _?",1
"Yes, I have a question. Well, not so much a question as _.",1
You scared the crap out of me! For a second I thought you were _.,1
You Wil Cry When You See This Kid Tell His Parents That He Is _. #ItGetsBetter,1
"YOU:<br>Play Miles Davis<br><br>SIRI:<br>Sorry. I don't know what ""_"" means.",1
You're seeing a therapist for the first time.<br><br>The therapist asks you why you've come. <br><br>Your answer:,1
