_ is going to make me rich!,1
_ is the key to a healthy lifestyle,1
A recent study shows students get straight A's after being exposed to _.,1
Bruno Mars should write a song about _.,1
Daydreaming about _ is the only way to survive a boring class.,1
Grandma would never admit she likes _.,1
"Haters love hating, but lovers love _.",1
I am so proud of my drawing of _.,1
I wish my parents would let me watch that TV show about _.,1
Imagine what the world would be without _.,1
Just watch. _ is how I will make history.,1
My best friend stopped talking to me over _.,1
"Spinach doesn't make you strong, _ does.",1
The unforgettable memory of _.,1
"There is a small, remote town in Europe where _ is totally normal.",1
They should make a movie musical about _.,1
Today's episode of National Geographic will feature _.,1
What does Justin Timberlake need?,1
What happens when you eat too much sugar?,1
What's a surefire way to get detention?,1
